chr geneProduct text_gene start end strand gene_id
17 protein_coding gene 17746828 17875736 - ENSG00000175662
17 protein_coding gene 17880723 17942523 - ENSG00000171953
17 protein_coding gene 18174742 18218321 - ENSG00000177302
17 protein_coding gene 19581601 19622292 - ENSG00000180638
17 lincRNA gene 21760934 21792968 - ENSG00000263609
17 protein_coding gene 26655352 26662515 - ENSG00000109083
17 protein_coding gene 26673659 26684545 - ENSG00000004142
17 protein_coding gene 30651584 30677042 - ENSG00000108666
17 sense_intronic gene 31856806 31860779 - ENSG00000265544
17 protein_coding gene 33426811 33448541 - ENSG00000185379
17 antisense gene 33558469 33569982 - ENSG00000266947
17 protein_coding gene 34181955 34195895 - ENSG00000172653
17 antisense gene 35218935 35293960 - ENSG00000255509
17 protein_coding gene 35441923 35766909 - ENSG00000132142
17 protein_coding gene 35874900 35969544 - ENSG00000006114
17 protein_coding gene 38077294 38083854 - ENSG00000172057
17 protein_coding gene 39958199 39968856 - ENSG00000141696
17 protein_coding gene 40023161 40086795 - ENSG00000131473
17 protein_coding gene 40947165 40950722 - ENSG00000183978
17 protein_coding gene 41120105 41132545 - ENSG00000267060
17 protein_coding gene 41166622 41177140 - ENSG00000108828
17 protein_coding gene 41196312 41277500 - ENSG00000012048
17 lincRNA gene 41316200 41322420 - ENSG00000267002
17 protein_coding gene 42030106 42081837 - ENSG00000131096
17 antisense gene 42253341 42264085 - ENSG00000267080
17 protein_coding gene 42927311 42977030 - ENSG00000108883
17 protein_coding gene 44839872 44910520 - ENSG00000108379
17 lincRNA gene 44994136 45000400 - ENSG00000261886
17 antisense gene 45681226 45726786 - ENSG00000263766
17 protein_coding gene 45900638 45908900 - ENSG00000159111
17 processed_transcript gene 45968621 45973178 - ENSG00000264920
17 processed_transcript gene 46122503 46125435 - ENSG00000263412
17 lincRNA gene 48127713 48133103 - ENSG00000246640
17 protein_coding gene 48445218 48450575 - ENSG00000108826
17 lincRNA gene 48580773 48585689 - ENSG00000249451
17 protein_coding gene 49254786 49337524 - ENSG00000011258
17 lincRNA gene 55155659 55162385 - ENSG00000263004
17 lincRNA gene 56154252 56160565 - ENSG00000266290
17 protein_coding gene 57187312 57232630 - ENSG00000182628
17 protein_coding gene 57936851 57970304 - ENSG00000108423
17 protein_coding gene 58029601 58042122 - ENSG00000189050
17 protein_coding gene 58120555 58156292 - ENSG00000068097
17 protein_coding gene 58520520 58603580 - ENSG00000062725
17 protein_coding gene 60778675 60885705 - ENSG00000173838
17 lincRNA gene 66092187 66097615 - ENSG00000265055
17 antisense gene 72206119 72209481 - ENSG00000246731
17 protein_coding gene 72766686 72772506 - ENSG00000109065
17 protein_coding gene 73262309 73267308 - ENSG00000125457
17 protein_coding gene 73496342 73511664 - ENSG00000177303
17 protein_coding gene 73876416 73893084 - ENSG00000141569
17 protein_coding gene 74385532 74449288 - ENSG00000175931
17 antisense gene 74541750 74553765 - ENSG00000267546
17 protein_coding gene 74708919 74722866 - ENSG00000070495
17 protein_coding gene 76170160 76183314 - ENSG00000167900
17 protein_coding gene 76352864 76356158 - ENSG00000184557
17 lincRNA gene 79002933 79008501 - ENSG00000226137
17 protein_coding gene 79202077 79212891 - ENSG00000167302
17 protein_coding gene 79876146 79885590 - ENSG00000197063
17 lincRNA gene 80671784 80674131 - ENSG00000263063
18 protein_coding gene 214520 268050 - ENSG00000079134
18 protein_coding gene 2537524 2571508 - ENSG00000101574
18 pseudogene gene 2652169 2655394 - ENSG00000266405
18 antisense gene 3255434 3261848 - ENSG00000264235
18 lincRNA gene 9315192 9334439 - ENSG00000264964
18 protein_coding gene 9546789 9615238 - ENSG00000154845
18 antisense gene 12984693 12991172 - ENSG00000266969
18 protein_coding gene 19230858 19284766 - ENSG00000158201
18 lincRNA gene 19746859 19748929 - ENSG00000266010
18 lincRNA gene 31132087 31158151 - ENSG00000267642
18 protein_coding gene 32831032 32870196 - ENSG00000186814
18 protein_coding gene 33688495 33709348 - ENSG00000141424
18 antisense gene 33759959 33767411 - ENSG00000260552
18 lincRNA gene 42256892 42259682 - ENSG00000267414
18 antisense gene 43003729 43063183 - ENSG00000267097
18 protein_coding gene 47008028 47013622 - ENSG00000177576
18 protein_coding gene 47309869 47340330 - ENSG00000167315
18 antisense gene 51007205 51094653 - ENSG00000264263
18 lincRNA gene 54803553 54814229 - ENSG00000267789
18 protein_coding gene 59710800 59854351 - ENSG00000197563
18 protein_coding gene 70409549 70535381 - ENSG00000166342
18 protein_coding gene 74069644 74207146 - ENSG00000101493
18 protein_coding gene 74506688 74534251 - ENSG00000264278
18 lincRNA gene 77398928 77439745 - ENSG00000178412
18 protein_coding gene 77732867 77793949 - ENSG00000141759
20 protein_coding gene 3764498 3767337 - ENSG00000125817
20 protein_coding gene 5095599 5107272 - ENSG00000132646
20 lincRNA gene 5407541 5451740 - ENSG00000226995
20 protein_coding gene 5917881 5931182 - ENSG00000089195
20 protein_coding gene 13694969 13765532 - ENSG00000089048
20 protein_coding gene 17937623 18039832 - ENSG00000125850
20 protein_coding gene 30780306 30795594 - ENSG00000126003
20 antisense gene 31802726 31804873 - ENSG00000224876
20 antisense gene 32375179 32398903 - ENSG00000230753
20 protein_coding gene 34021145 34042568 - ENSG00000125965
20 protein_coding gene 36611409 36661870 - ENSG00000101407
20 protein_coding gene 40701392 41818610 - ENSG00000196090
20 protein_coding gene 42825136 42839431 - ENSG00000132823
20 lincRNA gene 43592435 43595043 - ENSG00000227477
20 protein_coding gene 44376583 44420571 - ENSG00000124116
20 protein_coding gene 44451853 44462384 - ENSG00000101470
20 protein_coding gene 44470360 44486045 - ENSG00000101473
20 antisense gene 47657000 47662581 - ENSG00000227431
20 lincRNA gene 48780001 48782639 - ENSG00000237595
20 protein_coding gene 49551404 49575092 - ENSG00000000419
20 protein_coding gene 54944445 54967393 - ENSG00000087586
20 protein_coding gene 55743804 55841685 - ENSG00000101144
20 protein_coding gene 56806188 56884495 - ENSG00000124224
20 protein_coding gene 57034157 57090187 - ENSG00000198768
20 protein_coding gene 58438618 58508710 - ENSG00000196074
20 protein_coding gene 60711791 60718496 - ENSG00000101182
20 protein_coding gene 61509090 61569304 - ENSG00000101191
20 protein_coding gene 61872136 61904046 - ENSG00000101198
20 protein_coding gene 62704534 62711323 - ENSG00000171700
19 protein_coding gene 647526 663277 - ENSG00000070423
19 protein_coding gene 1481427 1490751 - ENSG00000115257
19 protein_coding gene 3594504 3606838 - ENSG00000006638
19 protein_coding gene 4890449 4902879 - ENSG00000205784
19 protein_coding gene 5691845 5720583 - ENSG00000196365
19 protein_coding gene 5916150 5978153 - ENSG00000031823
19 protein_coding gene 6729925 6737614 - ENSG00000125734
19 antisense gene 7455408 7459925 - ENSG00000267852
19 protein_coding gene 7684411 7694451 - ENSG00000076924
19 protein_coding gene 7963689 7968427 - ENSG00000214248
19 protein_coding gene 8920380 8943004 - ENSG00000167785
19 protein_coding gene 9577183 9609283 - ENSG00000198028
19 protein_coding gene 9862669 9903856 - ENSG00000196605
19 protein_coding gene 9920943 9938492 - ENSG00000127452
19 protein_coding gene 10943114 10946994 - ENSG00000099203
19 protein_coding gene 11033444 11039357 - ENSG00000130733
19 protein_coding gene 11661962 11670051 - ENSG00000130165
19 protein_coding gene 13254872 13261197 - ENSG00000104915
19 antisense gene 13882932 13884932 - ENSG00000267633
19 protein_coding gene 14230321 14247768 - ENSG00000105011
19 antisense gene 16394170 16435325 - ENSG00000267275
19 protein_coding gene 16589868 16607003 - ENSG00000269058
19 protein_coding gene 17160539 17186435 - ENSG00000131351
19 protein_coding gene 17434032 17445638 - ENSG00000074855
19 protein_coding gene 17513748 17516457 - ENSG00000130303
19 protein_coding gene 19010323 19030206 - ENSG00000105669
19 protein_coding gene 19623227 19626838 - ENSG00000178093
19 lincRNA gene 19868175 19887232 - ENSG00000266904
19 lincRNA gene 29451413 29455850 - ENSG00000267240
19 lincRNA gene 32458005 32516697 - ENSG00000267489
19 lincRNA gene 33177995 33182656 - ENSG00000267475
19 protein_coding gene 33369902 33462897 - ENSG00000121289
19 antisense gene 34839261 34850317 - ENSG00000267219
19 antisense gene 34917017 34919178 - ENSG00000267024
19 lincRNA gene 35414203 35417716 - ENSG00000270876
19 lincRNA gene 36099187 36103568 - ENSG00000267626
19 protein_coding gene 36245469 36248980 - ENSG00000004776
19 protein_coding gene 36500022 36505141 - ENSG00000239382
19 protein_coding gene 36525887 36545664 - ENSG00000161277
19 lincRNA gene 37176342 37178351 - ENSG00000225975
19 protein_coding gene 37379026 37407193 - ENSG00000185869
19 protein_coding gene 38226734 38307940 - ENSG00000189144
19 protein_coding gene 38874905 38878722 - ENSG00000179168
19 protein_coding gene 39078281 39109522 - ENSG00000104814
19 protein_coding gene 39818993 39833012 - ENSG00000130755
19 protein_coding gene 39876492 39881835 - ENSG00000006712
19 protein_coding gene 39923847 39926588 - ENSG00000105193
19 protein_coding gene 40953696 40971747 - ENSG00000090013
19 protein_coding gene 42341148 42348760 - ENSG00000183103
19 protein_coding gene 42702750 42724292 - ENSG00000160570
19 protein_coding gene 42734338 42746777 - ENSG00000105723
19 protein_coding gene 44088521 44100287 - ENSG00000167378
19 protein_coding gene 44300081 44331358 - ENSG00000159871
19 lincRNA gene 44395956 44405957 - ENSG00000267058
19 antisense gene 44501048 44506988 - ENSG00000266921
19 lincRNA gene 46692423 46706340 - ENSG00000268621
19 protein_coding gene 47978401 47987525 - ENSG00000118162
19 protein_coding gene 48304500 48322308 - ENSG00000178928
19 protein_coding gene 48835613 48867494 - ENSG00000161558
19 protein_coding gene 49251268 49258647 - ENSG00000174951
19 protein_coding gene 49471382 49496567 - ENSG00000104812
19 antisense gene 49871962 49891338 - ENSG00000268686
19 antisense gene 51754485 51774433 - ENSG00000268595
19 protein_coding gene 52095036 52097630 - ENSG00000167765
19 processed_transcript gene 52892095 52901019 - ENSG00000269834
19 protein_coding gene 54597933 54606000 - ENSG00000170909
19 protein_coding gene 54677107 54693733 - ENSG00000125505
19 protein_coding gene 56887413 56904914 - ENSG00000018869
19 lincRNA gene 57047525 57049944 - ENSG00000267421
19 antisense gene 57056935 57078780 - ENSG00000269696
19 protein_coding gene 57174020 57183151 - ENSG00000127903
19 protein_coding gene 57285920 57352097 - ENSG00000269699
19 protein_coding gene 57978031 57988938 - ENSG00000197128
19 antisense gene 58768639 58790174 - ENSG00000268516
19 protein_coding gene 58944181 58951589 - ENSG00000131849
19 protein_coding gene 59067079 59070327 - ENSG00000130725
Y antisense gene 2834885 2870667 - ENSG00000233070
22 protein_coding gene 17597189 17602257 - ENSG00000183307
22 protein_coding gene 18074902 18111584 - ENSG00000131100
22 protein_coding gene 19437433 19466738 - ENSG00000070010
22 protein_coding gene 19957419 20004331 - ENSG00000099889
22 protein_coding gene 20783528 20850170 - ENSG00000099910
22 protein_coding gene 23401593 23487208 - ENSG00000100218
22 antisense gene 25957084 25960429 - ENSG00000234884
22 protein_coding gene 26839389 26879803 - ENSG00000100099
22 protein_coding gene 26887191 26908471 - ENSG00000100109
22 lincRNA gene 27063656 27068617 - ENSG00000206028
22 protein_coding gene 29190543 29196585 - ENSG00000100219
22 antisense gene 30101245 30115848 - ENSG00000232396
22 protein_coding gene 30126945 30163000 - ENSG00000100319
22 protein_coding gene 32586422 32600718 - ENSG00000128253
22 protein_coding gene 36959968 37099603 - ENSG00000166862
22 antisense gene 38037839 38054384 - ENSG00000233360
22 protein_coding gene 38974125 39052634 - ENSG00000184949
22 antisense gene 39063590 39077825 - ENSG00000228274
22 protein_coding gene 41220539 41253026 - ENSG00000100380
22 protein_coding gene 41855721 41864729 - ENSG00000100410
22 protein_coding gene 41994032 42017100 - ENSG00000100418
22 protein_coding gene 43924624 44208217 - ENSG00000186976
22 lincRNA gene 45528901 45559662 - ENSG00000226328
22 protein_coding gene 45739944 45809500 - ENSG00000077935
22 lincRNA gene 48016792 48027318 - ENSG00000205634
22 antisense gene 51174253 51176567 - ENSG00000225929
21 lincRNA gene 23381263 23470778 - ENSG00000233215
21 lincRNA gene 33025906 33031813 - ENSG00000234509
21 protein_coding gene 34001069 34100359 - ENSG00000159082
21 protein_coding gene 34106210 34144169 - ENSG00000159086
21 antisense gene 34636178 34638565 - ENSG00000223799
21 antisense gene 35743101 35747647 - ENSG00000225555
21 processed_transcript gene 37504065 37528615 - ENSG00000236830
21 protein_coding gene 38431470 38445470 - ENSG00000185808
21 protein_coding gene 39323728 39493454 - ENSG00000184029
21 protein_coding gene 40777770 40817731 - ENSG00000157578
21 protein_coding gene 44263204 44299678 - ENSG00000160193
21 protein_coding gene 44949072 45079374 - ENSG00000160207
21 antisense gene 45870869 45875167 - ENSG00000229356
21 protein_coding gene 46352729 46359828 - ENSG00000183250
21 protein_coding gene 46683843 46707813 - ENSG00000186866
21 protein_coding gene 47608055 47648738 - ENSG00000160285
21 protein_coding gene 47655047 47706211 - ENSG00000160294
21 protein_coding gene 47720095 47743789 - ENSG00000160298
