chr geneProduct text_gene start end strand gene_id
17 protein_coding gene 13972813 14111994 + ENSG00000006695
17 protein_coding gene 17876127 17920203 + ENSG00000171962
17 protein_coding gene 17942606 17971718 + ENSG00000141034
17 protein_coding gene 18218624 18226517 + ENSG00000176994
17 lincRNA gene 19622372 19625741 + ENSG00000262681
17 lincRNA gene 21793031 21814739 + ENSG00000264956
17 protein_coding gene 26662628 26674035 + ENSG00000109079
17 processed_transcript gene 26684670 26708716 + ENSG00000258924
17 protein_coding gene 30677136 30708905 + ENSG00000010244
17 antisense gene 31861129 31868358 + ENSG00000265697
17 protein_coding gene 33448598 33457751 + ENSG00000073598
17 protein_coding gene 33570055 33600674 + ENSG00000166750
17 antisense gene 34195971 34212867 + ENSG00000237805
17 protein_coding gene 35294084 35301917 + ENSG00000132130
17 protein_coding gene 35766965 35839835 + ENSG00000108264
17 antisense gene 35969787 35973886 + ENSG00000267542
17 lincRNA gene 38083995 38095854 + ENSG00000264968
17 protein_coding gene 39968932 39979465 + ENSG00000141756
17 processed_transcript gene 40086888 40117648 + ENSG00000204815
17 protein_coding gene 40950810 40963605 + ENSG00000176563
17 protein_coding gene 41132582 41145707 + ENSG00000198863
17 protein_coding gene 41177258 41184057 + ENSG00000108830
17 pseudogene gene 41277627 41305688 + ENSG00000198496
17 protein_coding gene 41322498 41363708 + ENSG00000188554
17 protein_coding gene 42081914 42086431 + ENSG00000161653
17 protein_coding gene 42264338 42269099 + ENSG00000168591
17 protein_coding gene 42977135 42982758 + ENSG00000214447
17 protein_coding gene 44910567 44964096 + ENSG00000158955
17 protein_coding gene 45000499 45124520 + ENSG00000262633
17 protein_coding gene 45726842 45762871 + ENSG00000108424
17 protein_coding gene 45908993 45915079 + ENSG00000141294
17 protein_coding gene 45973516 46006323 + ENSG00000167182
17 protein_coding gene 46125691 46138849 + ENSG00000082641
17 protein_coding gene 48133332 48167845 + ENSG00000005884
17 protein_coding gene 48450581 48458844 + ENSG00000154920
17 protein_coding gene 48585745 48608862 + ENSG00000136449
17 protein_coding gene 49337889 49375297 + ENSG00000011260
17 protein_coding gene 55162453 55198710 + ENSG00000121057
17 protein_coding gene 56160776 56172897 + ENSG00000264364
17 protein_coding gene 57232860 57282066 + ENSG00000068489
17 protein_coding gene 57970447 58027925 + ENSG00000108443
17 lincRNA gene 58042193 58074333 + ENSG00000267302
17 lincRNA gene 58156670 58166056 + ENSG00000267416
17 antisense gene 58603654 58628159 + ENSG00000259349
17 lincRNA gene 60885861 60913732 + ENSG00000265000
17 pseudogene gene 66098049 66111659 + ENSG00000237854
17 protein_coding gene 72209653 72258155 + ENSG00000141540
17 protein_coding gene 72772622 72835918 + ENSG00000109066
17 antisense gene 73267450 73269976 + ENSG00000263843
17 protein_coding gene 73512141 73520820 + ENSG00000182173
17 antisense gene 73893141 73896229 + ENSG00000267342
17 protein_coding gene 74449433 74466199 + ENSG00000129673
17 processed_transcript gene 74553848 74561430 + ENSG00000163597
17 protein_coding gene 74722912 74730018 + ENSG00000181038
17 protein_coding gene 76183398 76203782 + ENSG00000183077
17 lincRNA gene 76356534 76369992 + ENSG00000266970
17 protein_coding gene 79008948 79091232 + ENSG00000175866
17 protein_coding gene 79213039 79215081 + ENSG00000224877
17 antisense gene 79885705 79888629 + ENSG00000265688
17 protein_coding gene 80674559 80688204 + ENSG00000141560
18 lincRNA gene 268148 270278 + ENSG00000263884
18 protein_coding gene 2571510 2616634 + ENSG00000080986
18 protein_coding gene 2655737 2805015 + ENSG00000101596
18 protein_coding gene 3261907 3278282 + ENSG00000118680
18 protein_coding gene 9334765 9402418 + ENSG00000128791
18 lincRNA gene 9615262 9619361 + ENSG00000263627
18 protein_coding gene 12991361 13125051 + ENSG00000101639
18 protein_coding gene 19284918 19450918 + ENSG00000101752
18 protein_coding gene 19749404 19782491 + ENSG00000141448
18 protein_coding gene 31158579 31331156 + ENSG00000141431
18 pseudogene gene 32870246 32890730 + ENSG00000257267
18 protein_coding gene 33709407 33757909 + ENSG00000134759
18 protein_coding gene 33767482 33852120 + ENSG00000075643
18 protein_coding gene 42260138 42648475 + ENSG00000152217
18 sense_intronic gene 43063310 43109820 + ENSG00000266988
18 antisense gene 47013709 47018248 + ENSG00000265496
18 antisense gene 47340393 47377429 + ENSG00000267322
18 lincRNA gene 51094817 51124221 + ENSG00000263438
18 protein_coding gene 54814293 54817531 + ENSG00000228075
18 protein_coding gene 59854491 59974355 + ENSG00000134444
18 lincRNA gene 70535623 70548634 + ENSG00000263958
18 protein_coding gene 74207477 74210045 + ENSG00000220032
18 protein_coding gene 74534563 74682683 + ENSG00000130856
18 protein_coding gene 77439801 77514510 + ENSG00000060069
18 protein_coding gene 77794358 77806397 + ENSG00000101546
20 protein_coding gene 3767578 3786762 + ENSG00000101224
20 protein_coding gene 5107432 5178533 + ENSG00000101290
20 lincRNA gene 5451853 5455828 + ENSG00000230563
20 protein_coding gene 5931298 5975852 + ENSG00000125885
20 protein_coding gene 13765596 13799067 + ENSG00000101247
20 antisense gene 18040137 18051652 + ENSG00000229262
20 protein_coding gene 30795683 30826470 + ENSG00000101346
20 protein_coding gene 31805116 31815564 + ENSG00000131059
20 protein_coding gene 32399110 32442172 + ENSG00000101421
20 protein_coding gene 34042985 34099804 + ENSG00000126001
20 protein_coding gene 36661948 36720768 + ENSG00000101413
20 antisense gene 41818862 41830011 + ENSG00000233508
20 lincRNA gene 42839600 42854667 + ENSG00000223891
20 protein_coding gene 43595115 43708600 + ENSG00000101109
20 protein_coding gene 44420576 44440066 + ENSG00000101457
20 protein_coding gene 44462449 44471914 + ENSG00000124104
20 protein_coding gene 44486256 44507761 + ENSG00000132801
20 protein_coding gene 47662849 47713489 + ENSG00000124207
20 lincRNA gene 48782899 48788279 + ENSG00000234698
20 protein_coding gene 49575363 49577820 + ENSG00000124217
20 protein_coding gene 54967427 54979518 + ENSG00000101138
20 lincRNA gene 55841853 55858054 + ENSG00000226308
20 protein_coding gene 56884752 56942563 + ENSG00000124209
20 processed_transcript gene 57090435 57194944 + ENSG00000231290
20 protein_coding gene 58508819 58523735 + ENSG00000196227
20 protein_coding gene 60718822 60757540 + ENSG00000184402
20 protein_coding gene 61569471 61576996 + ENSG00000101193
20 protein_coding gene 61904137 61921142 + ENSG00000101199
20 protein_coding gene 62711526 62731996 + ENSG00000125510
19 lincRNA gene 663482 668063 + ENSG00000267666
19 protein_coding gene 1491165 1497926 + ENSG00000115255
19 antisense gene 3607245 3613928 + ENSG00000226800
19 processed_transcript gene 4903092 4962165 + ENSG00000034063
19 protein_coding gene 5720688 5778745 + ENSG00000174898
19 antisense gene 5978414 6020374 + ENSG00000266983
19 protein_coding gene 6737936 6751537 + ENSG00000125733
19 protein_coding gene 7459999 7537363 + ENSG00000104880
19 protein_coding gene 7694682 7707934 + ENSG00000268400
19 protein_coding gene 7968728 7979363 + ENSG00000076984
19 protein_coding gene 8943074 8954016 + ENSG00000170948
19 lincRNA gene 9609354 9620755 + ENSG00000267273
19 lincRNA gene 9904297 9912977 + ENSG00000266950
19 protein_coding gene 9938568 9940791 + ENSG00000198258
19 protein_coding gene 10947251 10980466 + ENSG00000214212
19 protein_coding gene 11039409 11044211 + ENSG00000142444
19 protein_coding gene 11670189 11729950 + ENSG00000198551
19 protein_coding gene 13261229 13265722 + ENSG00000160888
19 protein_coding gene 13884982 13889276 + ENSG00000104979
19 antisense gene 14247991 14282079 + ENSG00000267169
19 protein_coding gene 16435628 16438685 + ENSG00000127528
19 protein_coding gene 16607122 16632163 + ENSG00000105072
19 protein_coding gene 17186591 17325346 + ENSG00000099331
19 protein_coding gene 17445729 17453544 + ENSG00000130299
19 protein_coding gene 17516531 17544533 + ENSG00000141971
19 protein_coding gene 19030484 19039436 + ENSG00000105671
19 protein_coding gene 19627036 19646885 + ENSG00000258674
19 processed_transcript gene 19887411 19945736 + ENSG00000267419
19 lincRNA gene 29456038 29461781 + ENSG00000267339
19 lincRNA gene 32516768 32547771 + ENSG00000267779
19 protein_coding gene 33182867 33204702 + ENSG00000213965
19 protein_coding gene 33463115 33469128 + ENSG00000131944
19 protein_coding gene 34850385 34893061 + ENSG00000105220
19 protein_coding gene 34919257 34960853 + ENSG00000126261
19 protein_coding gene 35417807 35436074 + ENSG00000168661
19 protein_coding gene 36103646 36116251 + ENSG00000249115
19 protein_coding gene 36249044 36261930 + ENSG00000167595
19 antisense gene 36505410 36536874 + ENSG00000267698
19 protein_coding gene 36545783 36596008 + ENSG00000075702
19 protein_coding gene 37178514 37218603 + ENSG00000189042
19 protein_coding gene 37407231 37489602 + ENSG00000198453
19 lincRNA gene 38307999 38317278 + ENSG00000267640
19 protein_coding gene 38879061 38886881 + ENSG00000188766
19 protein_coding gene 39109735 39127595 + ENSG00000178982
19 protein_coding gene 39833036 39876350 + ENSG00000179134
19 protein_coding gene 39881943 39891277 + ENSG00000063322
19 protein_coding gene 39926796 39967310 + ENSG00000196235
19 protein_coding gene 40972148 41082370 + ENSG00000160460
19 protein_coding gene 42348806 42356401 + ENSG00000142025
19 protein_coding gene 42724423 42732353 + ENSG00000167625
19 protein_coding gene 42746927 42749125 + ENSG00000204957
19 protein_coding gene 44100769 44118649 + ENSG00000226763
19 protein_coding gene 44331444 44353307 + ENSG00000167637
19 antisense gene 44406153 44430697 + ENSG00000267191
19 protein_coding gene 44507100 44518078 + ENSG00000159882
19 processed_transcript gene 46706683 46718094 + ENSG00000268460
19 antisense gene 47987539 48004854 + ENSG00000268061
19 protein_coding gene 48322703 48346587 + ENSG00000105392
19 protein_coding gene 48867652 48879633 + ENSG00000105467
19 protein_coding gene 49258816 49261587 + ENSG00000105550
19 protein_coding gene 49496705 49519252 + ENSG00000183207
19 protein_coding gene 49891475 49921251 + ENSG00000161609
19 lincRNA gene 51774520 51784488 + ENSG00000268318
19 pseudogene gene 52097814 52109403 + ENSG00000269388
19 protein_coding gene 52901102 52921665 + ENSG00000167555
19 protein_coding gene 54606036 54612564 + ENSG00000170906
19 protein_coding gene 54693789 54697585 + ENSG00000170892
19 lincRNA gene 56905025 56910541 + ENSG00000267454
19 protein_coding gene 57050317 57068169 + ENSG00000196867
19 protein_coding gene 57078880 57100279 + ENSG00000197016
19 lincRNA gene 57183636 57196021 + ENSG00000268352
19 lincRNA gene 57352270 57359924 + ENSG00000268654
19 lincRNA gene 57989017 57994364 + ENSG00000268266
19 protein_coding gene 58790332 58826563 + ENSG00000267216
19 lincRNA gene 58951815 58957216 + ENSG00000269473
19 antisense gene 59070496 59086164 + ENSG00000267858
Y lincRNA gene 2870953 2970313 + ENSG00000231535
22 protein_coding gene 17602476 17612994 + ENSG00000235478
22 protein_coding gene 18111621 18213388 + ENSG00000099968
22 protein_coding gene 19466982 19508135 + ENSG00000093009
22 protein_coding gene 20004537 20053449 + ENSG00000183597
22 protein_coding gene 20850200 20941919 + ENSG00000099917
22 protein_coding gene 23487513 23506537 + ENSG00000100228
22 protein_coding gene 25960816 26125261 + ENSG00000100077
22 protein_coding gene 26879843 26890624 + ENSG00000100104
22 antisense gene 26908503 26910534 + ENSG00000261188
22 lincRNA gene 27068730 27176170 + ENSG00000244625
22 antisense gene 29196671 29244547 + ENSG00000226471
22 protein_coding gene 30116073 30127828 + ENSG00000100314
22 protein_coding gene 30163358 30166402 + ENSG00000184076
22 antisense gene 32601102 32665653 + ENSG00000242082
22 antisense gene 37099963 37117517 + ENSG00000234688
22 protein_coding gene 38054734 38062941 + ENSG00000241360
22 protein_coding gene 39052641 39069859 + ENSG00000100211
22 protein_coding gene 39077953 39080818 + ENSG00000100216
22 protein_coding gene 41253081 41363838 + ENSG00000196236
22 protein_coding gene 41865129 41924993 + ENSG00000100412
22 protein_coding gene 42017123 42060044 + ENSG00000196419
22 antisense gene 44208336 44213274 + ENSG00000261251
22 protein_coding gene 45559722 45583896 + ENSG00000093000
22 protein_coding gene 45809572 45828376 + ENSG00000128408
22 lincRNA gene 48027423 48251349 + ENSG00000224271
22 protein_coding gene 51176624 51183762 + ENSG00000100312
21 lincRNA gene 23470936 23488847 + ENSG00000184856
21 protein_coding gene 33031935 33041244 + ENSG00000142168
21 antisense gene 34100426 34115433 + ENSG00000238197
21 protein_coding gene 34144411 34266043 + ENSG00000205930
21 protein_coding gene 34638663 34669539 + ENSG00000243646
21 protein_coding gene 35747779 35780164 + ENSG00000205670
21 protein_coding gene 37529080 37666572 + ENSG00000142197
21 protein_coding gene 38445526 38575413 + ENSG00000182670
21 protein_coding gene 39493545 39560110 + ENSG00000198054
21 protein_coding gene 40817781 40887433 + ENSG00000185437
21 protein_coding gene 44299754 44333414 + ENSG00000160194
21 protein_coding gene 45079429 45115958 + ENSG00000160208
21 protein_coding gene 45875369 45878739 + ENSG00000160233
21 protein_coding gene 46359925 46396904 + ENSG00000160256
21 processed_transcript gene 46707967 46711653 + ENSG00000215447
21 antisense gene 47649131 47679304 + ENSG00000215424
21 protein_coding gene 47706251 47717665 + ENSG00000182362
21 protein_coding gene 47744036 47865682 + ENSG00000160299
